"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","mtr_out_TAnnual","Rs_TAIR_units_TAnnual","Rs_TAIR_TAnnual","Rs_annual_bahn_TAnnual","mtr_out_MAT","Rs_TAIR_units_MAT","Rs_TAIR_MAT","Rs_annual_bahn_MAT","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","higherr","labl","TAIR_LTM_dev","TAIR_dev"
4104,"00:00.0",5521,"Noh",NA,"","BBL","South Korea","","Gwangeung Forest",2007.5,2,37.78361111,127.1769444,430,"None","",NA,70,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam","Dry",NA,NA,NA,NA,NA,11.3,1518,NA,NA,NA,"IRGA",30,1,"",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",2,23,NA,0.77,12,55.636,0.124,0,NA,NA,"Mixed",1.213740598,NA,3.455613465,3.455613465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,346,NA,NA,NA,4.08,39.65232796,NA,NA,NA,NA,NA,NA,NA,NA,"",0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,FALSE,183.180219407648,1.15644072172922,527.519554643775,FALSE,178.029714854582,1.12392491176962,512.608259666157,FALSE,189.91079724741,1.19893174133734,547.008744551867,0.12,FALSE,NA,1.92,NA
4105,"00:00.0",5521,"Noh",NA,"","BBL","South Korea","","Gwangeung Forest",2007.5,2,37.78361111,127.1769444,430,"None","",NA,70,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam","Dry",NA,NA,NA,NA,NA,11.3,1518,NA,NA,NA,"IRGA",30,1,"",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",2,23,NA,0.8,12,58.26,0.133,0,NA,NA,"Mixed",1.390679216,NA,3.781043388,3.781043388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,384,NA,NA,NA,5.15,46.46227039,NA,NA,NA,NA,NA,NA,NA,NA,"",0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,FALSE,209.148756323148,1.32038349715511,602.734691732556,FALSE,202.847760929479,1.28060448780448,584.4796319632,FALSE,217.402125496315,1.37248809793668,626.650591875459,0.16,FALSE,NA,1.92,NA
4106,"00:00.0",5521,"Noh",NA,"","BBL","South Korea","","Gwangeung Forest",2007.5,2,37.78361111,127.1769444,430,"None","",NA,70,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam","Dry",NA,NA,NA,NA,NA,11.3,1518,NA,NA,NA,"IRGA",30,1,"",696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",2,23,NA,0.8,12,59.64,0.128,0,NA,NA,"Mixed",1.354189351,NA,3.596639726,3.596639726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,362,NA,NA,NA,4.73,32.65950635,NA,NA,NA,NA,NA,NA,NA,NA,"",0.216,-0.177,37.75,127.25,1470.91,9.38,1466.4,9.61,2008,272.708,0.536,-0.017,9.901,FALSE,204.058453567632,1.28824774902988,587.986980541192,FALSE,198.138541368366,1.25087456780741,570.838212979359,FALSE,211.802553630645,1.33713726720479,610.42408987869,0.12,FALSE,NA,1.92,NA
4102,"00:00.0",5522,"Yashiro",NA,"","BBL","Japan","","",2006,1,36.13333333,137.3666667,800,"None","",40,40,"Cryptomeria japonica","Temperate","Forest","Managed","Evergreen","Mature","Dystric cambisol","Dry",NA,NA,NA,NA,NA,10.6,1734,NA,NA,NA,"IRGA",60,0.33,"Extraction",690,NA,7,NA,NA,NA,NA,NA,330,360,0.47826087,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",NA,NA,NA,NA,5,116.78,0.08,0,NA,NA,"",1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,NA,NA,NA,NA,NA,NA,NA,NA,430,790,340,160,NA,NA,270,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.133,-0.367,36.25,137.25,1815.37,10.01,2058.1,10.06,2006,225.84,0.538,1.075,9.154,FALSE,261.149182072452,1.64866899696624,753.494892347504,FALSE,260.106671754811,1.64208749276212,750.470722365331,FALSE,242.890766780694,1.53340122937697,700.539566545789,0.02,FALSE,NA,0.59,NA
4103,"00:00.0",5522,"Yashiro",NA,"","BBL","Japan","","",2007,1,36.13333333,137.3666667,800,"None","",40,40,"Cryptomeria japonica","Temperate","Forest","Managed","Evergreen","Mature","Dystric cambisol","Dry",NA,NA,NA,NA,NA,10.6,1734,NA,NA,NA,"IRGA",60,0.33,"Extraction",680,NA,NA,NA,NA,NA,NA,NA,320,360,0.470588235,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",NA,NA,NA,NA,5,116.78,0.08,0,NA,NA,"",1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,NA,NA,NA,NA,NA,NA,NA,NA,430,790,340,16,NA,NA,270,NA,NA,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.133,-0.367,36.25,137.25,1815.37,10.01,1573.5,10.55,2007,225.84,0.538,-1.071,9.154,FALSE,271.589523821652,1.71458024211371,783.784350576595,FALSE,260.106671754811,1.64208749276212,750.470722365331,FALSE,242.890766780694,1.53340122937697,700.539566545789,0.03,FALSE,NA,0.59,NA
4098,"00:00.0",5524,"Lee",NA,"","BBL","South Korea","Gyeonggido","Gwangeung Forest",2005,1,38.23333333,127.2666667,NA,"None","",NA,NA,"Abies holophylla","Temperate","Forest","Managed","Deciduous","Mature","Inceptisols","Dry",NA,NA,NA,NA,NA,11.3,1365,NA,NA,NA,"IRGA",30,1,"Exclusion",781,NA,122,7.3864,NA,0.4798,NA,NA,265.54,515.46,0.34,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,23,12,0.8,12,41.05,0.147,0,NA,NA,"None",1.127121859,4.349235141,4.349235141,4.349235141,4.349235141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.233,-0.267,38.25,127.25,1398.81,9.76,1394.7,8.61,2005,220.144,0.669,-0.019,11.243,FALSE,145.541436920529,0.918822157207538,418.607717035451,FALSE,172.347163648283,1.08805022159005,496.159335064136,FALSE,214.328918182642,1.3530865375753,617.744734147444,0.21,FALSE,NA,1.54,NA
4099,"00:00.0",5524,"Lee",NA,"","BBL","South Korea","Gyeonggido","Gwangeung Forest",2005,1,38.23333333,127.2666667,NA,"None","",NA,NA,"Quercus spp.","Temperate","Forest","Managed","Deciduous","Mature","Inceptisols","Dry",NA,NA,NA,NA,NA,11.3,1365,NA,NA,NA,"IRGA",30,1,"Exclusion",740,NA,110,7.1528,NA,0.5177,NA,NA,229.4,510.6,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,23,12,0.72,12,43.33,0.129,0,NA,NA,"Positive",0.993741423,3.632786556,3.632786556,3.632786556,3.632786556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.233,-0.267,38.25,127.25,1398.81,9.76,1394.7,8.61,2005,220.144,0.669,-0.019,11.243,FALSE,131.569500873583,0.830615494619546,378.215313845604,FALSE,152.609937162698,0.963446525209881,439.050630034408,FALSE,184.784861165496,1.16657103535459,532.165640178246,0.28,FALSE,NA,1.54,NA
4100,"00:00.0",5524,"Lee",NA,"","BBL","South Korea","Gyeonggido","Gwangeung Forest",2006,2,38.23333333,127.2666667,NA,"None","",NA,NA,"Abies holophylla","Temperate","Forest","Managed","Deciduous","Mature","Inceptisols","Dry",NA,NA,NA,NA,NA,11.3,1365,NA,NA,NA,"IRGA",30,1,"Exclusion",608,NA,NA,7.3864,NA,0.4798,NA,NA,206.72,401.28,0.34,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,23,13,0.93,12,56.63,0.125,0,NA,NA,"None",1.247841677,3.490342957,3.490342957,3.490342957,3.490342957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.233,-0.267,38.25,127.25,1398.81,9.76,1541.6,9.98,2006,220.144,0.669,0.649,11.243,FALSE,197.164593544079,1.24472590760552,568.017149389866,FALSE,191.816441354976,1.21096232222778,552.527447479094,FALSE,230.883644492688,1.45759869343977,665.72664001402,0.09,FALSE,NA,1.54,NA
4101,"00:00.0",5524,"Lee",NA,"","BBL","South Korea","Gyeonggido","Gwangeung Forest",2006,2,38.23333333,127.2666667,NA,"None","",NA,NA,"Quercus spp.","Temperate","Forest","Managed","Deciduous","Mature","Inceptisols","Dry",NA,NA,NA,NA,NA,11.3,1365,NA,NA,NA,"IRGA",30,1,"Exclusion",584,NA,NA,7.1528,NA,0.5177,NA,NA,181.04,402.96,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,23,13,0.91,12,50.77,0.117,0,NA,NA,"Positive",1.032705595,3.221992639,3.221992639,3.221992639,3.221992639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.233,-0.267,38.25,127.25,1398.81,9.76,1541.6,9.98,2006,220.144,0.669,0.649,11.243,FALSE,163.198235234803,1.03029183800613,469.682701783034,FALSE,159.051115065947,1.0041105251074,457.683715539207,FALSE,189.187129604793,1.19436313270904,544.913097341868,0.07,FALSE,NA,1.54,NA
4365,"00:00.0",5701,"Jiang",NA,"","BBL","China","","",2006.5,2,27.67,114.62,285,"None","",NA,NA,"Mix","Subtropical","Forest","Natural","Evergreen","Mature","","Dry",0.79,NA,NA,NA,NA,16.75,1591,NA,NA,NA,"IRGA",15,0.83,"",1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",10,30,NA,0.793,10,1.815,0.035,0,NA,NA,"Mixed",2.575607601,NA,NA,1.419067549,NA,1.419067549,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.33,0.38,27.75,114.75,1603.07,17.85,1238.2,18.47,2007,291.143,0.457,-1.253,15.568,FALSE,3.46438617791017,3.46438617791017,1589.69789823874,FALSE,3.39001880209204,3.39001880209204,1555.39077618373,FALSE,3.12978861684383,3.12978861684383,1435.37411000708,0.23,FALSE,NA,1.1,NA
4366,"00:00.0",5701,"Jiang",NA,"","BBL","China","","",2006.5,2,27.67,114.62,280,"None","",NA,NA,"Phyllostachys pubescens","Subtropical","Forest","Natural","Evergreen","Mature","","Dry",0.88,NA,NA,NA,NA,16.75,1591,NA,NA,NA,"IRGA",15,0.83,"",1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",10,30,NA,0.686,10,2.489,0.024,0,NA,NA,"Mixed",3.164139135,NA,NA,1.27124915,NA,1.27124915,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.33,0.38,27.75,114.75,1603.07,17.85,1238.2,18.47,2007,291.143,0.457,-1.253,15.568,FALSE,3.87738525606907,3.87738525606907,1780.29259630404,FALSE,3.82011689671839,3.82011689671839,1753.85702815102,FALSE,3.61652284216915,3.61652284216915,1659.89381182324,0.29,FALSE,NA,1.1,NA
4367,"00:00.0",5701,"Jiang",NA,"","BBL","China","","",2006.5,2,27.67,114.62,315,"None","",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",0.78,NA,NA,NA,NA,16.75,1591,NA,NA,NA,"IRGA",15,0.83,"",711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",10,30,NA,0.645,10,1.355,0.027,0,NA,NA,"Mixed",1.775001831,NA,NA,1.309964451,NA,1.309964451,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.33,0.38,27.75,114.75,1603.07,17.85,1238.2,18.47,2007,291.143,0.457,-1.253,15.568,FALSE,2.23109267516891,2.23109267516891,1021.34843161569,FALSE,2.19405505358882,2.19405505358882,1004.30257964563,FALSE,2.06295094294366,2.06295094294366,943.977105682701,0.33,FALSE,NA,1.1,NA
4361,"00:00.0",5702,"Li",NA,"","BBL","China","","",2008,1,30.13333333,103,660,"None","",NA,NA,"Neosinocalamus affinis","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,NA,1490,NA,NA,NA,"IRGA",NA,NA,"",592,NA,NA,3.36,210,0.33,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,22,94,0.9162,10,0.1915,0.1315,0,NA,NA,"",0.713289814,NA,3.72,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.133,0,30.25,103.25,1449.77,16.58,1406.6,16.67,2008,167.898,0.409,-0.257,14.197,FALSE,1.71469895649545,1.71469895649545,783.838911419387,FALSE,1.69452510856448,1.69452510856448,774.567353644662,FALSE,1.23866976006102,1.23866976006102,565.238605043467,0.05,FALSE,NA,NA,NA
4294,"00:00.0",5725,"Mancinelli",NA,"","BBL","Italy","","Teaching-Experimental Farmland of the University of Tuscia",2006,1,45.41666667,12.06666667,NA,"None","",NA,1,"Triticum durum; Licopersicum esculentum; Pisum sativum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Clay loam (Typic Xerofluvent)","Dry",NA,NA,45,17,38,NA,NA,NA,NA,706,"IRGA",10,1,"",733,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Polynomial, R=a+b(T-d)+c(T-d)^2","Mixed","g CO2/m2/hr",5,30,NA,0.25,5,-0.1226,0.054,-0.0014,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559,NA,NA,NA,NA,NA,NA,NA,"Equation in Figure 3 doesn't produce curve shown",-0.417,-0.067,45.25,12.25,779.26,12.71,643,13.15,2006,142.805,0.853,0.075,16.576,FALSE,0.3454085,2.18060921712636,998.114775453129,FALSE,0.33757826,2.13117588379406,975.367225189099,FALSE,0.3878347136,2.44845147469655,1121.41364514724,0.53,FALSE,NA,NA,NA
4295,"00:00.0",5725,"Mancinelli",NA,"","BBL","Italy","","Teaching-Experimental Farmland of the University of Tuscia",2007,1,45.41666667,12.06666667,NA,"None","",NA,1,"Triticum durum; Licopersicum esculentum; Pisum sativum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Clay loam (Typic Xerofluvent)","Dry",NA,NA,45,17,38,NA,NA,NA,NA,475,"IRGA",10,1,"",699,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Polynomial, R=a+b(T-d)+c(T-d)^2","Mixed","g CO2/m2/hr",5,30,NA,0.22,5,-0.1226,0.054,-0.0014,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2299,NA,NA,NA,NA,NA,NA,NA,"Equation in Figure 3 doesn't produce curve shown",-0.417,-0.067,45.25,12.25,779.26,12.71,664.43,13.77,2007,142.805,0.853,0.075,16.576,FALSE,0.35552194,2.24445669187251,1027.49933940486,FALSE,0.33757826,2.13117588379406,975.367225189099,FALSE,0.3878347136,2.44845147469655,1121.41364514724,0.6,FALSE,NA,NA,NA
4296,"00:00.0",5725,"Mancinelli",NA,"","BBL","Italy","","Teaching-Experimental Farmland of the University of Tuscia",2008,1,45.41666667,12.06666667,NA,"None","",NA,1,"Triticum durum; Licopersicum esculentum; Pisum sativum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Clay loam (Typic Xerofluvent)","Dry",NA,NA,45,17,38,NA,NA,NA,NA,1125,"IRGA",10,1,"",986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Polynomial, R=a+b(T-d)+c(T-d)^2","Mixed","g CO2/m2/hr",5,30,NA,0.25,5,-0.1226,0.054,-0.0014,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302,NA,NA,NA,NA,NA,NA,NA,"Equation in Figure 3 doesn't produce curve shown",-0.417,-0.067,45.25,12.25,779.26,12.71,1078.6,13.315,2008,142.805,0.853,0.075,16.576,FALSE,0.348205085,2.19826442545933,1006.23978419866,FALSE,0.33757826,2.13117588379406,975.367225189099,FALSE,0.3878347136,2.44845147469655,1121.41364514724,0.14,FALSE,NA,NA,NA
4318,"00:00.0",5766,"Zimmermann",NA,"","BBL","Peru","","Wayqecha",2008,2,-13.19138889,-71.59,3030,"None","",NA,NA,"Clusiaceae; Cunoniceae","Tropical","Forest","Natural","Evergreen","Mature","Lithic histosol","Dry",NA,25,NA,NA,NA,NA,NA,NA,12.5,1710,"IRGA",15,1,"Exclusion",1064,59,NA,NA,NA,NA,NA,NA,455,609,0.43,NA,NA,NA,NA,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d))","Positive","umol CO2/m2/s",9,13,NA,0.52,10,0.000527,553.6,1,71.96,NA,"",4,NA,NA,NA,NA,4.33,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25690,50,"",0.191,-0.41,-13.25,-71.75,482.18,9.87,387.2,9.22,2008,180.299,0.668,-0.527,10.5,FALSE,3.58015794293395,3.58015794293395,1643.11355774417,FALSE,3.92662209317807,3.92662209317807,1803.02243148205,FALSE,4.30240656906718,4.30240656906718,1976.55002569823,0.86,FALSE,NA,NA,3.28
4319,"00:00.0",5766,"Zimmermann",NA,"","BBL","Peru","","San Pedro",2008,2,-13.04777778,-71.54277778,1500,"None","",NA,NA,"Clethraceae","Tropical","Forest","Natural","Evergreen","Mature","Umbric gleysol","Dry",NA,15,NA,NA,NA,NA,NA,NA,18.3,2630,"IRGA",15,1,"Exclusion",1344,384,NA,NA,NA,NA,NA,NA,651,693,0.48,NA,NA,NA,NA,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d))","Positive","umol CO2/m2/s",15,20,NA,0.32,10,1.96e-06,2925.8,1,218.25,NA,"",NA,NA,NA,NA,NA,2.07,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13290,50,"",0.048,-0.457,-13.25,-71.75,482.18,9.87,387.2,9.22,2008,180.299,0.668,-0.527,17.52,TRUE,2.35012339163051,2.35012339163051,1076.14025094157,TRUE,2.45500500422205,2.45500500422205,1124.43145319255,FALSE,4.192227649944,4.192227649944,1925.66342232009,0.43,FALSE,NA,NA,9.08
4320,"00:00.0",5766,"Zimmermann",NA,"","BBL","Peru","","Tono",2008,2,-12.89027778,-71.55472222,1000,"None","",NA,NA,"Elaeocarpaceae; Moraceae; Fabaceae","Tropical","Forest","Natural","Evergreen","Mature","Fluvic gleysol","Dry",NA,20,NA,NA,NA,NA,NA,NA,21.3,3090,"IRGA",15,1,"Exclusion",1291,74,NA,NA,NA,NA,NA,NA,284,1007,0.22,NA,NA,NA,NA,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d))","Positive","umol CO2/m2/s",17,22,NA,0.35,10,0.0135,301.9,1,72.87,NA,"",NA,NA,NA,NA,NA,2.94,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9050,50,"",-0.11,-0.445,-12.75,-71.75,898.16,14.77,799.3,14.14,2008,206.997,0.499,-0.478,20.03,TRUE,2.30575404880657,2.30575404880657,1055.71451049349,TRUE,2.43792637480936,2.43792637480936,1116.56707621374,FALSE,4.08944411202054,4.08944411202054,1878.19891473959,0.45,FALSE,NA,NA,7.16
4321,"00:00.0",5766,"Zimmermann",NA,"","BBL","Peru","","Tambopata",2008,2,-12.83055556,-69.26972222,200,"None","",NA,NA,"Elaeocarpaceae; Moraceae; Fabaceae","Tropical","Forest","Natural","Evergreen","Mature","Haplic ferralsol","Dry",NA,14,NA,NA,NA,NA,NA,NA,26.4,2730,"IRGA",15,1,"Exclusion",1639,194,NA,NA,NA,NA,NA,NA,1219,420,0.74,NA,NA,NA,NA,NA,NA,NA,NA,"","Arrhenius, R=a exp(-b/c(T-d))","Positive","umol CO2/m2/s",22,25,NA,0.49,10,2.44e-08,1397.4,1,96.84,NA,"",NA,NA,NA,NA,NA,6.92,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110,50,"",-0.169,0.27,-12.75,-69.25,2245.58,25.68,1700.9,27.63,2008,393.557,1.044,-1.384,23.46,TRUE,14.3255001887947,14.3255001887947,6624.10348291454,TRUE,8.23797085042261,8.23797085042261,3797.86917987338,FALSE,4.54784436253562,4.54784436253562,2089.93156237745,0.28,FALSE,NA,NA,1.23
4332,"00:00.0",5824,"Liang",NA,"","BBL","Japan","","Tomakomai National Forest",2003,1,42.73333333,141.5166667,125,"None","",NA,45,"Larix kaempferi; Picea jezoensis","Temperate","Forest","Managed","Deciduous","Mature","Volcanogenous Regosol","Dry",NA,NA,NA,NA,NA,7.1,1500,NA,NA,NA,"IRGA",0.1,1,"Exclusion",934,NA,NA,NA,NA,NA,NA,56,402,532,0.43,NA,NA,NA,0.715,3.842,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,20,NA,0.916,5,0.868,0.114,0,NA,NA,"Positive",2.714034941,3.126768365,3.126768365,3.126768365,3.126768365,NA,NA,NA,NA,NA,NA,NA,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,23.2,NA,NA,NA,NA,NA,NA,3600,NA,"",0.267,0.483,42.75,141.75,1060.17,6.67,905.2,6.46,2003,154.676,0.614,-1.002,10.592,FALSE,1.8128069328613,1.8128069328613,828.935945733604,FALSE,1.8567291824417,1.8567291824417,849.129885650885,FALSE,2.90352186299669,2.90352186299669,1331.06485594909,0.43,FALSE,NA,0.43,NA
4333,"00:00.0",5824,"Liang",NA,"","BBL","Japan","","Tomakomai National Forest",2003,1,42.73333333,141.5166667,125,"None","",NA,45,"Larix kaempferi; Picea jezoensis","Temperate","Forest","Managed","Deciduous","Mature","Volcanogenous Regosol","Dry",NA,NA,NA,NA,NA,7.1,1500,NA,NA,NA,"Gradient",0.1,1,"Exclusion",934,NA,NA,NA,NA,NA,NA,56,402,532,0.43,NA,NA,NA,0.587,3.601,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,20,NA,0.856,5,0.61,0.148,0,NA,NA,"Negative",2.679696865,4.392945681,4.392945681,4.392945681,4.392945681,NA,NA,NA,NA,NA,NA,NA,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,23.2,NA,NA,NA,NA,NA,NA,3600,NA,"",0.267,0.483,42.75,141.75,1060.17,6.67,905.2,6.46,2003,154.676,0.614,-1.002,10.592,FALSE,1.5869019845761,1.5869019845761,725.115843957203,FALSE,1.63699734772856,1.63699734772856,748.13186972434,FALSE,2.92507370362016,2.92507370362016,1340.9984417285,0.44,FALSE,NA,0.43,NA
4430,"00:00.0",5929,"Liu",NA,"","BBL","China","Zhejiang","",2008.5,1,30.36666667,120,150,"None","",NA,NA,"Castanopsis sclerophylla; Lithocarpus glabra","Tropical","Forest","Natural","Evergreen","Mature","Ferrisol","Dry",NA,17,NA,NA,NA,16.4,1629,NA,NA,NA,"Gas chromatography",20,1,"",1151,46,NA,6.4,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",4,27,22,0.594,5,0.1543,0.065,0,NA,NA,"Positive",1.866,NA,1.916,1.916,NA,1.916,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.367,0,30.25,120.25,1415.37,16.88,1530.4,17.83,2009,273.855,0.628,0.42,16.59,FALSE,0.491690158699003,3.10410453717661,1423.53161140809,FALSE,0.462246712999031,2.91822419816551,1337.84135284929,FALSE,0.45361497220214,2.86373088505495,1312.72561034689,0.14,FALSE,NA,0.48,NA
